nicaragua congo, [currant], [0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0]
ethiopia, [sweet; sandalwood], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
ethiopia, [cacao; sandalwood], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
sumatra, [sandalwood; tart], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0], [0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0]
nicaragua, [sweet; cedar], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0]
ethiopia yirgacheff, [floral; sweet], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
kenya, [sweet; currant; honey], [0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0]
sumatra, [sweet; sandalwood; guava; tart], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 1; 0; 0; 0], [0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0]
kenya, [sweet; currant], [0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0]
ethiopia, [sweet; tart; guava; syrup], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 1; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
ethiopian, [honey; cacao], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
sumatra, [cedar; plum; sweet], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 1; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0]
sumatra, [sweet; honey; tart], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0], [0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0]
peru, [honey; tart], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1]
colombian, [cedar; sweet; tart], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0], [0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0]
ethiopia yirgacheff, [floral; ripe; cedar], [1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
burundi, [tart; sweet; cedar], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0]
nicaragua, [oak; mango; tart], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0]
rwanda, [syrup; fig; rose], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 1; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0]
ethiopia yirgacheff, [honey; sweet; lemon; almond; caramel; tart], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 1; 0; 0; 0; 0; 1; 1; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
kenya, [sweet; leather; cedar], [0; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0]
rwanda, [sweet; honey; ripe], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0]
season blend, [currant; vanilla; floral; sweet], [0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0]
guatemala, [sweet; plum; cedar], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 1; 0; 0; 0; 0; 0], [0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0]
ethiopia, [sweet; cedar; apricot], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
blend, [nut; spice], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0]
blend, [tobacco; wood; nut; roast], [0; 1; 0; 0; 0; 0; 1; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0]
kenya, [nut; currant; tart; wood; ripe], [1; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0]
ethiopia, [sweet; tart; cacao; lemon; mango], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 1; 1; 1; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
ethiopia, [sweet; tart; apricot; sandalwood; syrup], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 1; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
colombian, [caramel; sweet; cedar; apricot], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 1; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0]
colombia, [sweet; floral; cacao; syrup], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0]
salvador, [floral; tart; currant; oak; sweet], [0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 1; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0]
costa rica, [pecan; cedar; ripe], [1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0]
kenya, [sweet; ripe; almond], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0]
kenya, [sweet; watermelon; pine; cacao; lemon], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 1; 0; 1; 0; 0], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0]
kenya, [sweet; currant; syrup; almond; cedar; tart; hazelnut], [0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0]
ethiopia yirgacheff, [ripe; oak; syrup; rhododendron; sweet], [1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
guatemala, [nut; hazelnut; cedar; sweet; spice], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0]
blend, [sweet; spice; sandalwood; cinnamon; tart], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0], [0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0]
blend, [roast; cedar; almond; sweet], [0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0]
ethiopia, [sweet; lemon; peppercorn; herb], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
kenya, [sweet; spice; currant; cacao; honey; tart], [0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0]
salvador, [apricot; grapefruit; cedar; sweet], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 1; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0]
ethiopia, [sweet; mango; tart], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 1; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
kenya, [sweet; spice; currant; cacao; tart], [0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0]
costa rica, [sweet; peach; cedar; nut; tart], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 1; 1; 1; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0]
ethiopia, [sweet; tart; apricot; grapefruit], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 1; 1; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
colombia, [sweet; rhododendron; floral; vanilla], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0]
tanzania, [sweet; mango; cigar; lemon; grapefruit], [0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 1; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0]
costa rica, [sweet; tart; lime; plum; wood; ferment], [0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 0; 1; 1; 0; 1; 1; 1; 0], [0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0]
ethiopia yirgacheff, [floral; apricot; sandalwood; cashew; wood; sweet], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 1; 0; 1; 0; 0; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
ethiopia yirgacheff, [sweet; ripe; guava; cedar], [1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
guatemala, [floral; cedar; tamarind; tart], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 1; 0], [0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0]
blend, [sweet; apricot; hazelnut; grapefruit], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 1; 0; 0; 1; 0; 0], [0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0]
blend, [roast; cedar; floral; nut; sweet], [0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0]
brazil, [cedar; hazelnut; sweet], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1]
ethiopia, [sweet; ripe; tobacco; tart], [1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
blend, [caramel; hazelnut; sweet; wood], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0]
colombia, [vanilla; cinnamon; wood], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0]
costa rica, [sweet; caramel; honey; peanut; oak; rhododendron; wood], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0]
ethiopia, [mango; lemon; sandalwood; sweet], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 1; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
yirgacheff ethiopia, [lemon; caramel; mango; sweet; wood], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 1; 0; 1; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
peru, [cedar; sweet; tart; wood], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1]
blend, [hazelnut; cedar; wood], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0]
colombia, [sweet; caramel; cinnamon; floral], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0]
ethiopia, [sweet; lemon; peach; sandalwood; almond; tart], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 1; 1; 1; 1; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
guatemala, [apricot; cedar; hazelnut; sweet], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0], [0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0]
ethiopia, [floral; honey; clove; sweet; tart], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 1; 0; 0; 0; 1; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
ethiopia, [sweet; floral; almond; syrup; apricot; tart], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 1; 0; 1; 0; 1; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
colombia, [spice; cinnamon; almond; oak; plum; sweet; wood], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 1; 0; 1; 1; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0]
blend, [tart; floral; cedar], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0], [0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0]
panama, [peach; sandalwood; lemon; tart; rhododendron], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 1; 1; 1; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0]
brazil, [sweet; cashew; nut], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1]
ethiopia, [tart; cacao; lemon; sandalwood], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
guatemala, [spice; sweet; apricot], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0], [0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0]
ethiopia yirgacheff, [hazelnut; sweet; wood], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
colombia, [hazelnut; honey; oak], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0]
guatemala, [cacao; lemon; almond; tart; sweet], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 1; 0; 0; 0; 0; 1; 1; 0; 0], [0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0]
colombia, [sweet; cedar; tart], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0], [0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0]
costa rica, [sweet; tart; ripe; grapefruit; caramel], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 1; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0]
salvador, [sweet; cacao; almond; tart], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0]
brazil, [sweet; spice; cashew; apricot; wood], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1]
costa rica, [sweet; hazelnut; vanilla; tart], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0]
blend, [floral; spice; cedar; sweet], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0]
ethiopia, [nut; cedar; wood], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
costa rica, [sweet; mango; almond; cedar], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0]
blend, [sweet; tart; sandalwood; floral; wood], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 1; 0; 0; 0], [0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0]
ethiopia, [tart; lemon; tobacco; sweet], [0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 1; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
guatemala, [sweet; honey; peach; ripe; lime; tea; floral], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 1; 1; 0; 1; 1; 0], [0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0]
colombia, [rose; sweet; tart], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 1; 0; 0; 0], [0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0]
peru, [sweet; oak; ripe; fig; tart], [1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1]
peru, [cedar; grapefruit; tart; sweet], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 1; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1]
kenya, [spice; sweet; peach; almond], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 1; 0; 0; 1; 1; 0; 0; 0; 0], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0]
costa rica, [sweet; lemon; cacao; cinnamon], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0]
salvador, [sweet; mango; honey; peppercorn; oak; tart], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 1; 1; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0]
kenya, [cedar; plum; sweet; wood], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 1; 0; 0; 0; 0; 0], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0]
burundi, [roast; caramel; tobacco; almond; sweet], [0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 1; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0]
ethiopia, [lemon; honey; mango; cacao; sweet; tart], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 1; 1; 1; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
sumatra, [tobacco; sweet], [0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0]
sumatra, [oak; tobacco; peppercorn; sweet], [0; 1; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0]
ethiopia, [sweet; tart; spice; ferment], [0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
blend, [sweet; floral; cashew; ripe], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0]
blend, [sweet; peach; almond], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 1; 1; 0; 0; 0; 0], [0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0]
ethiopia, [cashew; tart; sweet; nut; floral], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 1; 0; 0; 0; 1; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
blend, [almond; sandalwood], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0]
blend, [apricot; cacao; walnut; tea; rose; tart; sweet], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 1; 1; 0; 1; 0; 1; 0; 0; 0], [0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0]
ethiopia yirgacheff, [sweet; cashew; sandalwood; tart], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
blend, [sweet; cedar; ripe; floral], [1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0]
kenya, [sweet; currant; butterscotch; cedar; tamarind; floral; tart], [0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 1; 0; 0; 0; 1; 0; 1; 0], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0]
ethiopia, [almond; floral], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
sumatra, [spice; cashew; cinnamon; sweet; tart; oak], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0], [0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0]
