salvador, [sweet; butterscotch; almond; vanilla; tart], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0]
kenya, [sweet; grapefruit; cashew; currant; butterscotch; floral], [0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 1; 1; 0; 0; 0; 0; 1; 0; 0], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0]
ethiopia, [flower; lemon; cacao; sweet], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
costa rica, [spice; lemon; guava; walnut], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0]
costa rica, [almond; vanilla; apricot], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0]
ethiopia, [sweet; peach; lime; almond; cacao], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 1; 0; 0; 1; 1; 0; 1; 1; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
sumatra, [ripe; watermelon; nut], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0], [0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0]
kenya, [currant; oak; vanilla; tart], [0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0]
kenya, [sweet; sandalwood; mango], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0]
kenya, [currant; vanilla; sandalwood; sweet], [0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0]
ethiopia, [sweet; lemon; sandalwood; honey; thyme; herb], [1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
guatemala, [oak; almond; sweet], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0]
brazil, [tart; walnut; lemon; sweet], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 1; 1; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1]
ethiopia, [sweet; honey], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
kenya, [sweet; floral; oak], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0]
yirgacheff, [mango; cinnamon; sweet], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
kenya, [cedar; lemon], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0]
kenya, [sweet; tart; lemon], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 1; 0; 0], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0]
kenya, [sweet; currant; floral], [0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0]
ethiopia, [cacao; sandalwood], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
sumatra, [tobacco; mango; caramel; sweet], [0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 1; 0; 0; 0; 0], [0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0]
sumatra, [grapefruit; sweet; almond; tobacco; sandalwood], [0; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0], [0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0]
blend, [sweet; hazelnut; sandalwood; caramel; tart; nut; floral], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 1; 1; 0; 0; 0; 1; 0; 0; 0], [0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0]
ethiopia, [sweet; sandalwood; cacao; lime; tart; floral], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 1; 0; 0; 0; 1; 1; 1; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
ethiopia, [floral; peach; cacao; lemon; cedar], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 1; 1; 0; 1; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
ethiopia, [sweet; sandalwood; cacao; grapefruit], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
colombia, [sweet; mango; thyme], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0]
guatemala, [sweet; tart], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0], [0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0]
ethiopia yirgacheff, [floral; sweet; lemon; currant], [0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
ethiopia yirgacheff, [peppercorn; honey; sweet], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
rwanda, [floral; lemon; caramel; oak; sweet], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 1; 0; 0; 0; 0; 1; 0; 0], [0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0]
colombia, [peppercorn; almond; peach; sweet], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 1; 0; 0; 1; 1; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0]
blend, [floral; nut; almond; cacao], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0]
brazil, [sweet; tamarind; butterscotch], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 1; 0], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1]
brazil, [sweet; almond], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1]
ethiopia, [honey; almond; lemon; tart], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 1; 1; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
kenya, [floral; currant; cacao; cedar; sweet], [0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0]
blend, [tart; floral; grapefruit; almond], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 1; 1; 0; 0], [0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0]
ethiopia, [sweet; currant], [0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
rwanda, [sweet; floral; butterscotch], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0]
colombia, [sweet; nut; oak; tart], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0], [0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0]
ethiopia, [sweet; sandalwood; bourbon], [0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
congo, [sweet; caramel; flower; tart], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 1; 0; 0; 0; 1; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0]
ethiopia yirgacheff, [sweet; lemon; cacao; sandalwood], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
blend, [hazelnut; peach; grapefruit; sweet], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 1; 1; 0; 1; 0; 0], [0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0]
rwanda, [tea; rose; cacao; cedar], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0]
panama, [floral; apricot; pepper; sweet], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 1; 0; 1; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0]
peru, [roast; almond; nut], [0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1]
tanzania, [roast; hazelnut], [0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0]
colombian, [cedar; hazelnut; plum; sweet], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 1; 1; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0]
guatemala, [sweet; sandalwood; cacao], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0]
kenya, [sweet; sandalwood; ripe], [1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0]
congo, [sweet; oak; tart], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0]
kenya, [sweet; lemon; cedar; tea], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0]
rwanda, [sweet; tea; rose; honey; almond], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0]
guatemala, [sandalwood; tart], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0], [0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0]
panama, [roast; floral; oak], [0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0]
nicaragua, [sweet; tart; lemon; almond; butterscotch; flower], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 1; 1; 0; 0; 0; 1; 1; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0]
ethiopia, [sweet; sandalwood; peppercorn; tart], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
ethiopia yirgacheff, [mango; honey; sweet], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
colombia, [honey; tea; rose; walnut; tart], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 1; 0; 0; 0; 1; 0; 0; 0], [0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0]
season blend, [sweet; grapefruit; floral], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0], [0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0]
season blend, [sweet; almond; tea], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0]
season blend, [sweet; spice; almond; caramel], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0]
ethiopia, [sweet; cacao], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
ethiopia, [currant; lemon; sandalwood], [0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
guatemala, [oak; pecan; sweet], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0]
nicaragua congo, [rose; cacao; lemon; sweet], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0]
kenya, [sweet; currant; rose], [0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0]
ethiopia yirgacheff, [sweet; sandalwood; cacao; tart], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
colombia, [sweet; vanilla; cacao], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0]
panama, [sweet; sandalwood], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0]
kenya, [sweet; currant; cinnamon], [0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0]
ethiopia, [floral; sweet], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
costa rica, [walnut; cinnamon], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0]
ethiopia, [mango; almond; cacao; sweet], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
kenya, [honey; tea; rose; sweet; grapefruit; thyme], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0]
kenya, [currant; wine], [0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0]
kenya, [currant; cacao], [0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0]
kenya, [sweet; ripe; floral], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0]
guatemala, [sweet; almond; cedar], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0]
ethiopia, [sweet; ferment; plum], [0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 0; 1; 1; 0; 0; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
blend, [sweet; tart; floral], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 1; 0; 0; 0], [0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0]
brazil, [oak; thyme; sweet], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1]
colombia, [honey; cacao; cedar; tart], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0], [0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0]
tanzania, [honey; vanilla; cacao; herb; thyme; tart], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0]
ethiopia yirgacheff, [tart; cedar; honey; sweet], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
kenya, [sweet; grapefruit; tart], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 1; 0; 0], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0]
tanzania, [pecan; tart; nut], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0]
congo, [sweet; currant; rose; cedar; vanilla], [0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0]
ethiopia, [sweet; lemon; rose; almond; peach; tart], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 1; 0; 1; 1; 1; 1; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
blend, [tart], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0], [0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0]
colombia, [currant; apricot; sweet], [0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0]
ethiopia yirgacheff, [floral; cacao], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
sumatra, [peach; sweet], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 1; 0; 0; 0; 0], [0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0]
ethiopian, [sweet; mango; sandalwood], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
peru, [oak; herb], [1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1]
ethiopia, [caramel; cacao; walnut; wine; nut; sweet], [0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
colombia, [ripe; apricot; hazelnut; cedar; tart], [1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0], [0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0]
burundi, [sweet; cacao], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0]
colombia, [tart; rhododendron; hazelnut; sweet], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 1; 0; 0; 0; 1; 0; 0; 0], [0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0]
rwanda, [sweet; hazelnut; cacao; nut], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0]
ethiopia yirgacheff, [cacao; caramel], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
ethiopia, [honey; cacao; sandalwood; rose; tart; sweet], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 1; 0; 0; 0; 1; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
ethiopia, [honey; mango; cacao], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
kenya, [honey; apricot; tart], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 1; 0; 0; 0], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0]
season blend, [sweet; caramel; cacao; rose; pear], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 1; 1; 0; 0; 1; 0; 0; 0; 0], [0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0]
blend, [flower; sandalwood; tart; spice], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0], [0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0]
kenya, [sweet; cacao], [0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0]
costa rica, [oak; cacao], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0], [0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0]
ethiopia yirgacheff, [floral; rose; sandalwood; lemon; cacao; tart], [0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 1; 1; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
sumatra, [tobacco; mango; tart; sweet], [0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1; 1; 0; 0; 0], [0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0]
ethiopia, [sweet; ripe], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0], [1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0]
